Country Name,Country Code,Series Name,Series Code,1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Europe & Central Asia (excluding high income),ECA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.5740666375536,38.22310623976,37.8357234953818,36.0318486342356,37.8711745642241,37.4689487970539,37.3299203670169,36.4650051205408,36.110342916386,36.4494930079291,34.5218736090902,34.2652209930333,34.2442460924408,33.3526472036358,32.2507499653692,32.066541495377,31.8758436958447,31.3106246909368,31.1828309844112,31.4269626358299,31.5403295764722,31.3242729728386,30.4048597570973,30.678170138046,30.4863737897839,31.2333832328382,31.3488922361012,31.4780192023961,31.4203352495179,31.782869478179,29.2177438018783,29.9134197594872,30.7240551325089,31.4043143864209,31.6104720291178
Europe & Central Asia (IDA & IBRD countries),TEC,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.2414148645712,40.9774514440846,41.524570342564,39.6032349352173,39.8920883525657,39.3569165454625,38.3275694910023,36.6409397525323,35.628414465463,36.7195269322208,35.6604472973413,34.835146751433,34.5973094309581,33.5064930804636,32.7999003795201,32.781105045981,32.4865599075064,32.1963389077883,32.5268799571896,32.7974542370742,32.5051556509243,32.2327648469261,31.1495703965253,31.3078645743882,30.8962012445346,31.0740729646928,31.0710526971686,30.8378535609211,30.6106133031376,30.5694839018387,28.4753188339706,28.7290659345464,28.494920840903,28.8143246649732,28.8091116464861
European Union,EUU,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.8708932184062,45.7637053237485,44.2857776707057,42.6475649418759,41.6247534520838,40.5512226327271,39.4711015716581,38.7025606031062,38.9250358895692,39.0857666528216,39.3862160904954,39.103854200097,38.6220587724765,38.1777095718015,37.8394859911874,37.8901431025134,37.9015059835112,37.8494140487998,37.8103265642185,37.4105945692882,36.8904886881222,36.6108043552765,36.4054984351651,36.4544351045455,36.0859945082226,35.8224834083184,36.0040297140776,36.4276202501177,36.3301608859238,36.4381238377737,34.6872276586122,36.2812552114397,37.4412224590342,38.2533119665929,38.3031637392393
Fragile and conflict affected situations,FCS,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.5427536237702,51.7518295074917,51.5948098492659,51.5362506606786,51.4651923293462,51.5149015064824,51.3843870513606,51.2430332014846,51.0422289793429,50.8857690447083,50.5696627378588,50.198304572268,49.4909932615138,48.9728639436441,48.4454870458766,48.0335858230427,47.4597491563354,46.8933697388202,46.272111294849,45.6306590601898,45.0136724326978,44.6840094669873,44.2462621134721,43.9197208186682,43.2242178552696,42.7703668310291,42.1866284491248,41.3084594070852,40.7421483073229,40.1025362881743,39.6388651384692,39.0588251255784,38.6540331645958,41.5154995920388,41.210759614142
Heavily indebted poor countries (HIPC),HPC,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.707188967924,53.8297349215294,53.7968173677377,53.6418844872986,53.5346661337429,53.5520795229737,53.5867655309263,53.5291753221457,53.3455904507569,53.1624251480962,53.0021103357848,52.8732038585866,52.6993262653485,52.458879047993,52.3082061905201,52.120045413492,51.7133157168658,51.2639172762692,50.6891416852178,50.101267033735,49.5574297667798,49.8309670468481,49.3528610783991,49.2173980049647,47.4988251560768,46.6807658994334,45.7954384955381,44.8002499155555,44.1930767612115,43.513168511586,42.979824135369,42.7330899740976,41.9031458862345,43.6359272603255,43.4651932030274
High income,HIC,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.6147160940006,49.0930967296561,48.685208267559,47.722240271562,47.2624517325191,46.7552189871414,46.0195968481726,45.3687860463593,45.0071801359698,45.3276475607053,45.3357181792896,44.6149534126094,44.2523697209271,43.5182388112706,43.32826589248,43.3771488259496,43.1842622015343,42.8388077236382,42.8094626622073,42.3176645296963,41.483695560877,41.3612176658708,41.1015792614092,41.3499154864948,41.2973411959562,41.3534699136386,41.5293591697245,41.6447469099167,41.9493406395691,42.2241489139637,40.7370414130502,41.6799352933615,42.2734101122801,42.7381597128006,42.8294009460808
IBRD only,IBD,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.7368564900787,50.005076701083,49.300781322225,48.1771939959734,47.4618346829184,46.6147978198303,45.6113357560635,44.6466365818958,43.8139528487946,43.3505065657434,42.6184483160026,41.9202844619517,41.5121621345703,40.8993363686067,40.5572125200268,40.1795061880278,39.3252225014752,38.4431847132134,37.4557067287354,36.6614335739937,35.463662889305,34.4046572883976,33.5524382864074,32.7183179157199,31.8765478891833,31.2864869128884,30.6713885708075,30.057768378462,29.3141641337055,29.0274196582322,26.8771488377604,27.774060041513,28.0123869469213,28.1868728567091,28.4336428907784
IDA & IBRD total,IBT,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.4014328788395,48.8718594868864,48.2696501063855,47.3695664053218,46.8099275275453,46.0730546304126,45.315970162829,44.6034033191075,43.973451196995,43.5149535319683,42.8345823922237,42.314909884716,41.9895018746517,41.4693467827837,41.1437438866823,40.7999032263754,40.0802856482076,39.4064626215784,38.67471283916,38.1463052914452,37.3270690847779,36.6383587896528,36.0301062650627,35.4918997515301,34.6005793528991,34.0477785880898,33.3850767852364,32.8950385175479,32.4324194275792,32.3711883830235,31.1051696440185,31.9548049147042,32.1493476215595,32.693313525493,32.8230629691571
IDA blend,IDB,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.9798562803946,41.262993666408,41.3751717540707,41.532162666807,41.7452482255399,41.0432119323873,41.43756023822,41.9215111182168,41.7549121537551,40.8555171441958,39.7765834029225,40.196920424786,40.3554189529305,40.1309682586424,39.7970875316253,39.5915610719399,39.4261253846052,38.9841324414524,38.6793383186658,38.6237979582636,38.4551269514263,38.1309417971023,38.1599467756582,38.1083241234107,38.029657112346,38.2807746527325,38.2006577327313,37.7938373744899,37.3097435597772,37.8461565099613,38.3170678090338,38.7262608265462,38.4538277245771,40.2440091648113,40.2769314736575
IDA only,IDX,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.9584413330079,45.9363999826213,45.7392609974749,45.7328168726332,45.7693507330972,45.6894767136311,45.7030888386935,45.6998932244756,45.8413510033506,45.6155544041111,45.3737373844443,45.218680601933,45.0262793508109,44.7717203453241,44.5075067319929,44.2239889213374,43.7840004060277,43.8296799129383,43.8740940193229,44.0876617296579,44.3105603119676,44.6784318176325,44.4105843720492,44.4455445147277,42.6539147138373,41.5075923340599,40.0951914316205,39.7011377103068,39.8707207945194,39.9420975586492,40.2118062769426,40.8417033985953,40.8161219641932,41.9304563694737,41.6177478995926
IDA total,IDA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.0283716710504,44.4227713188638,44.3243071087941,44.3696167353952,44.4616551871566,44.1762269488341,44.3082950190217,44.4591479682623,44.4943076166868,44.0413103162608,43.515726998394,43.5445669585364,43.4649807499417,43.2176256757258,42.9260784165679,42.6655029415114,42.3163808819979,42.1956236316235,42.1208442874193,42.2444612476606,42.3375005418348,42.4772114320343,42.3157706797762,42.327684772988,41.1135005002047,40.4367127412781,39.4693084558487,39.073887369794,39.0316959162717,39.2573903162214,39.5935808901763,40.1509768238829,40.0431007268092,41.3615049303263,41.1602319641121
Late-demographic dividend,LTE,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.0271939374942,68.0702793044582,67.1721406347372,65.9915268635052,64.7554211369423,63.508199676815,62.0011355377968,60.5355830871163,59.1689607360476,58.080901774965,56.773367120169,56.1546508340565,55.5265029285719,54.686580780926,54.0913302559302,53.6802207341747,52.7145264309449,52.0301016227163,51.3969289062318,50.9082727023267,49.7978887291037,48.6948257976689,47.7920852682805,47.0547547423945,46.3541932073275,45.7692594622094,45.1701246056845,44.6825045055857,44.0925770565265,43.8756934013621,40.882366997776,41.8496208881382,41.4191926642218,40.8464078858726,40.5749613615053
Latin America & Caribbean,LCN,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.4052993848671,40.3179426515559,40.5843211313034,41.0067218428833,41.2403894864558,41.8730734215153,41.4591481458845,42.1221809251682,42.5319986905949,42.6561162968898,42.4408064823641,42.0214310691071,42.3082462912164,42.2738020583472,42.7622891954118,43.3395507526087,42.9720683794064,42.7160753698517,42.2260843830566,42.0340609990992,41.0094653781821,40.3099604377578,40.2597358442817,39.3725742596871,38.6294986342826,38.399474365107,38.7437665374537,39.0675416489192,39.3285872906945,39.9431923769558,36.1049040747555,39.3065813291585,39.7077583739163,39.1745656981477,39.0876794120213
Latin America & Caribbean (excluding high income),LAC,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.1183348585847,40.9580769361163,41.2093868194527,41.6493565429603,41.916981156119,42.6075355574563,42.1584721685279,42.8467895794947,43.3399570543562,43.5523064333814,43.3638509780818,42.9371366104063,43.3530756929744,43.338347096995,43.8397083630889,44.3837938409832,44.0854392079182,43.8824272264978,43.3094169924798,43.1505338948818,42.1728181957535,41.3993684033118,41.3802027392461,40.4582339316206,39.6939802129755,39.5479649129041,39.9832742762051,40.3294109896483,40.5717893443373,41.2709490812443,37.3161325846032,40.8648203140569,41.1986068451219,40.6093374826952,40.5555431345309
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.5569977745858,40.5394463898068,40.8737751481859,41.342637690309,41.5943287420071,42.2469922036932,41.8121148212243,42.4738627933402,42.8947899555982,42.9984668262363,42.7752772963065,42.3378526396319,42.624648721841,42.5736462951741,43.0706983683231,43.6338681008437,43.2560952669999,43.0022959704201,42.4882745285409,42.2367349027704,41.2113961024193,40.4931904607165,40.4396230459169,39.5344861193351,38.7797948527188,38.5423106970065,38.8958976869372,39.2232963627046,39.4844244473683,40.1141440440777,36.2515635688494,39.495659269549,39.876518994663,39.332843555047,39.2431481843817
Least developed countries: UN classification,LDC,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.0023370515455,47.1587746045647,47.1247354763239,47.0586862003172,47.0846297086411,47.1772129065825,47.3056618553312,47.3856949000993,47.368704227754,47.2432238002893,47.0743454167786,46.9285235127986,46.7345853811427,46.4706544353073,46.2502764656626,46.0014456947586,45.6251957624346,45.7810445969158,45.8723652778633,46.1162386157272,46.3542166234299,46.7013921101251,46.3984979867797,46.3088508369014,44.3114205387438,42.9929883634687,41.5511422951846,41.1613909268426,41.4136364028137,41.5843626870548,41.8800313824539,42.6613494740009,42.7025074157224,44.159845959405,43.88626529823
Low & middle income,LMY,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.8700764556917,49.277746489623,48.581832390187,47.7174076018198,47.1907867597481,46.448485695395,45.7364843581826,45.0875848490682,44.4976456079772,43.9496086025107,43.2442346634603,42.7555977789849,42.4398989460826,41.9453304622809,41.6031334440652,41.22218842933,40.4926594558375,39.7938222284057,38.9970691753088,38.4446062296733,37.6287657974674,36.9238736811002,36.3302174149514,35.775867530906,34.8788152825277,34.3371099120437,33.6615753705469,33.1743313121906,32.7048969627836,32.6551097777467,31.3936274373811,32.2713122649265,32.494362641825,33.0717517806413,33.2097107949863
Low income,LIC,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.6840738424461,52.8174442654367,52.7789480501413,52.5665792572113,52.4182410368626,52.4752698657964,52.4349691265712,52.3124898746157,52.0242716133582,51.839755224371,51.6428318552209,51.3655509433096,51.0279045121064,50.68793310379,50.3618012289057,49.9890108255905,49.3929328563707,48.7972730394604,48.2738897969847,47.8403685621124,47.4378231796261,48.0052528929684,47.6569869873269,47.8380883266146,46.1409051859068,45.3654843222212,44.374509211339,43.3571426045295,42.5647880011247,41.8241942767147,41.6360892953985,40.7270291400455,39.927332422566,42.0975167003631,41.4630946500547
Lower middle income,LMC,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.4819861419075,33.6969245732276,33.6815540166276,33.7253695204724,33.8181030204993,33.7867374882561,33.9861806964003,34.1171379054151,34.271477389534,34.2629760199052,33.9630450361246,33.9362022733295,33.730078272141,33.3361447505865,32.9543483492492,32.6860850138357,31.828527361863,31.0990067040441,30.5123890779325,30.1147754271948,29.497811426025,28.8232949779138,28.2571213882404,28.0615615896002,27.4969595151075,27.0067404041919,26.2163451541919,25.7575369685095,25.3638252613298,25.4144777971466,25.0850980750568,26.0466559785318,26.6954095423866,27.5666760428875,28.137821990728
Middle East & North Africa,MEA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.6045122113375,17.5163842004553,17.4081369722419,17.127683794904,17.1669790242373,16.8478206414906,16.3752822589719,16.0985705318364,15.8285897234931,16.7231476908334,16.3868072431055,15.9255489430508,16.5436796454295,16.610380296782,16.5440997232375,16.5023125590925,16.0014822586336,15.214869522798,14.5256143526161,14.4717560046012,14.0331151083586,13.1832674930409,13.2571817851626,13.1953447303246,13.1762636801297,13.8499698673937,14.0093791037501,13.434760291674,11.6402111488615,10.9130663655099,9.79029734629985,10.1220622251662,10.3059547789038,10.2198101159054,9.95032902921997
Middle East & North Africa (excluding high income),MNA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.3403965592394,17.2299145188636,17.0711825001583,16.7133667221948,16.697080159569,16.3508271962038,15.8482052905849,15.5668276143824,15.3020671776223,16.2411350934471,15.8889055216371,15.4399129683104,16.1925988985843,16.2491208391,16.1904229503885,16.141802755675,15.5946857317924,14.8308286976715,14.1251690468219,14.0804844751665,13.5336879881401,12.5885738109575,12.5681041439769,12.4447017435071,12.3765809746894,13.1485742269038,13.281229913646,12.6749420380595,10.537445461009,9.71879119832961,8.36568095290804,8.68823670815256,8.64639122411462,8.53174918845139,8.21040620958147
Middle East & North Africa (IDA & IBRD countries),TMN,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.4326963034081,17.3230116324692,17.1652213806018,16.8061777630625,16.7915822554835,16.443650877458,15.9369713296075,15.6550897068537,15.3882702978971,16.3364223205251,15.9796844432552,15.5392795914248,16.2997044701465,16.3457412857911,16.2891537445513,16.2436690155083,15.6900305065551,14.9120962944217,14.1900364545543,14.1482805259016,13.6053233650701,12.6389075556973,12.6223668604195,12.5097051414191,12.4336054571822,13.1845512187066,13.3148376780311,12.6930172710133,10.5421967024079,9.70804091808792,8.35664166582457,8.67302455802192,8.61501910506488,8.5317491884514,8.21040620958147
Middle income,MIC,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.6565949230417,49.0044923690264,48.2514591805217,47.3273750397304,46.7609373283504,45.9430594643635,45.1656944405861,44.4645259321871,43.8394831142788,43.2483714070561,42.4882674722112,41.9717304377628,41.6475836666222,41.1268040602286,40.7704365566644,40.3748188139264,39.6131219452234,38.8781680643669,38.0255446316282,37.431289960161,36.537137610856,35.6490230276643,34.9828293073796,34.2955101368434,33.4526681597231,32.8923930489275,32.2094686489704,31.7499053190058,31.2837757898547,31.294384827479,29.8322335102349,30.9512358350456,31.3022868923414,31.6912585314997,31.9429062754896
North America,NAC,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.2189067829176,57.1073327637945,57.0178973163995,56.9530817869279,57.5186886178006,57.2559109933396,57.0821992078607,57.4039578824335,57.8293039546679,57.611288651671,57.8097346983211,57.0203938858627,56.434290845921,55.0451403355102,54.5384239725235,54.4312986328157,53.9881789470204,53.4801785367251,52.9386703109207,51.7471220052571,50.3317628230837,50.080291953551,50.0003729357795,50.2250256701595,50.3265613275216,50.4721228826307,50.4269324000172,50.8238413715276,50.9938095131078,51.6701317289101,49.6698580889146,50.9560007231848,51.2350898539396,52.2244175806779,52.412889424934
Not classified,INX,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.8945116236759,48.3220563515114,47.5641954385139,46.5813964544394,46.6779404159881,46.3334118243253,45.8144668195328,45.5536020458837,45.63082987916,45.5646324164376,45.3967519569748,44.9226081078473,44.421609521309,43.8111702828374,43.4565952944436,43.5694786030134,43.4867010188888,43.1383464227792,42.8907639065106,42.483145424961,41.7417460530982,41.6474213653413,41.5912369001075,41.7117600256951,41.5466268573785,41.6508710903412,41.7984884635543,41.9472754809911,42.1394651250179,42.7211232408598,40.5428597940439,42.1854740699489,42.8304999935272,43.7110233658227,43.91609848514
Other small states,OSS,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.4056356943029,36.0241815669579,35.4043785753904,35.4348348723194,35.6738683113376,35.2503214471816,34.8638588039861,34.5615919881365,34.2873636106819,33.6220943325649,33.5578363026876,33.4049715322957,32.3735971576561,33.1396530651753,32.9757888206158,32.9610669929392,32.9198868005234,32.8753507265356,32.9949805061228,32.2017864957853,31.4144817793099,30.8499992606144,30.7745903699756,30.4366454743882,30.5584918065531,31.1156156420994,31.0935057147083,31.1410075249545,31.3456378676137,30.5412779307511,29.2430212303287,29.2488239444857,29.8411511895062,29.6219475058888,29.5802533322896
Pacific island small states,PSS,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.7142157318451,46.2179713777108,45.8469013645778,45.8405398096325,45.4767272757571,45.2422856076713,45.030438318495,44.7136904035597,44.3470356204381,44.0447823639099,44.0359725830599,44.0417695697597,44.0342256945974,43.6601705675301,43.273636874359,42.7741195481181,42.9684608944359,42.6735612338628,42.2217735201436,41.8811217455381,41.3734761504398,41.6428301097878,42.1586557406191,42.5721884477316,43.1250447861619,43.0706179934858,42.8950150336322,42.9571552935928,42.8641125957752,42.8880268044942,42.4032465983185,42.4043971854296,43.1955493938634,43.0306691943426,42.9682394372334
Post-demographic dividend,PST,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.1171909655163,50.3360568747332,49.5958040772114,48.8764626337441,48.695997698078,48.3187322800903,47.9222606465763,47.7594900220492,47.828567170786,47.8194662878292,47.9479345279516,47.581965681689,47.3696693556858,46.787364833286,46.6807334524517,46.7123602725118,46.6798238122057,46.3065320526947,46.0759033479496,45.4635958678526,44.564291121005,44.4519164573939,44.2797348828775,44.5206224310869,44.5265578318927,44.7113884673587,44.8964896079849,45.1077841037984,45.3715252990434,45.8266828854472,44.1853165760144,45.3927758554496,46.8343108602564,47.463663982082,47.6656199215291
Pre-demographic dividend,PRE,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.4837686153299,53.7079714800836,53.6556269513562,53.6804881454675,53.6978558991073,53.7879533566115,53.8110613556643,53.7864233087072,53.6825828278305,53.6337705505894,53.4721026928552,53.2754237466195,52.7614167682496,52.4101940883009,52.072561625519,51.7773487724473,51.3624267505939,50.8707128885106,50.1768633127546,49.413049718587,48.6889650861547,48.7434815380527,48.2249834336558,47.8623960699506,46.6063171613558,46.2616095509755,46.0358289757083,45.2528213497307,44.9043279713971,44.5710661719603,44.3602228942857,44.4366767994171,43.7594059432144,46.5222271965433,46.1582091001802
Small states,SST,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.8658967676737,37.6398639127302,37.1623049986162,37.1786527900539,37.2449762313117,36.9802683484585,36.5796276539603,36.1878104509064,35.8560026659854,35.2565861226524,35.19011277252,35.0517109075924,34.2973588369433,34.8162196591569,34.6572086423415,34.6266813562132,34.6674633699849,34.6342994574105,34.6855082669075,34.085265392084,33.5014025862876,33.1985664655658,33.2072443354993,33.0507695934885,33.3791153665204,33.7045822267618,33.760296461855,33.8311962601346,34.1390738863892,33.4530150320044,32.0783294687686,32.1525248960103,32.7321889862111,32.5664044971164,32.5263921802607
South Asia,SAS,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.3760298835944,23.6645383154758,23.6761580275206,23.7359967694325,23.8166449310432,23.8664670161065,24.3643784828953,24.8848457256645,25.346977286708,25.3787939529921,25.4313243134824,25.3621620179115,25.3011960752967,25.0292912416827,24.7638478035437,24.4949634504193,23.377135484749,22.5440647788355,21.8475431135308,21.2843087942561,20.7221615109634,19.9920125686722,19.3736341786817,19.1364156450616,18.3545320362525,17.6292617482835,16.6830136453607,16.4978139453387,16.4036789666245,16.6463343642943,16.7447016610357,17.9924058343444,18.7694524109255,19.4261303165075,20.1843852322661
South Asia (IDA & IBRD),TSA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.3760298835944,23.6645383154758,23.6761580275206,23.7359967694325,23.8166449310433,23.8664670161065,24.3643784828953,24.8848457256645,25.346977286708,25.3787939529921,25.4313243134824,25.3621620179115,25.3011960752967,25.0292912416827,24.7638478035437,24.4949634504193,23.377135484749,22.5440647788354,21.8475431135308,21.2843087942561,20.7221615109634,19.9920125686722,19.3736341786817,19.1364156450616,18.3545320362525,17.6292617482835,16.6830136453607,16.4978139453387,16.4036789666245,16.6463343642943,16.7447016610357,17.9924058343444,18.7694524109255,19.4261303165075,20.1843852322661
Sub-Saharan Africa,SSF,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.7079369597532,56.830880001969,56.8432581823852,56.9857927346438,57.0791314921538,57.1305465712977,57.0477095768317,56.8981927926463,56.6584210386601,56.4600504167758,56.1541233026735,55.8227326414042,55.307636077104,54.9629631557135,54.6248331083911,54.3504882096795,53.9900934848964,53.5393946292794,53.010419396409,52.3459847076404,51.5863389525478,51.8667195564607,51.4973702077372,51.2969541933827,49.8507534044498,49.2969937556086,48.7707091271817,47.9522414052953,47.2308474745782,46.6881488118324,46.1919348785575,46.0447923854031,45.7356974330082,48.2212409387808,47.9072201950838
Sub-Saharan Africa (excluding high income),SSA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.7079369597532,56.830880001969,56.8432581823852,56.9857927346438,57.0791314921538,57.1305465712978,57.0477095768317,56.8981927926463,56.6584210386601,56.4600504167758,56.1541233026735,55.8227326414042,55.307636077104,54.9629631557136,54.6248331083911,54.3504882096795,53.9900934848964,53.5393946292794,53.0104193964089,52.3459847076404,51.5863389525478,51.8667195564607,51.4973702077372,51.2969541933827,49.8507534044498,49.2969937556086,48.7707091271817,47.9522414052953,47.2308474745782,46.6881488118324,46.1919348785575,46.0447923854031,45.7356974330081,48.2212409387808,47.9072201950838
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.7079369597532,56.830880001969,56.8432581823852,56.9857927346438,57.0791314921538,57.1305465712977,57.0477095768317,56.8981927926463,56.6584210386601,56.4600504167758,56.1541233026735,55.8227326414042,55.307636077104,54.9629631557135,54.6248331083911,54.3504882096795,53.9900934848964,53.5393946292794,53.010419396409,52.3459847076404,51.5863389525478,51.8667195564607,51.4973702077372,51.2969541933827,49.8507534044498,49.2969937556086,48.7707091271817,47.9522414052953,47.2308474745782,46.6881488118324,46.1919348785575,46.0447923854031,45.7356974330082,48.2212409387808,47.9072201950838
